sheet,name,brand_usp,ingredients,serving_size_g,allergens,shelf_life,small_pack_g,large_pack_g,manufacturer,mrp,status,grammage,energy_kcal,protein_g,carbohydrate_g,total_sugar_g,added_sugar_g,dietary_fibre_g,total_fat_g,saturated_fat_g,unsaturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,energy_pct,protein_pct,added_sugar_pct,dietary_fibre_pct,total_fat_pct,saturated_fat_pct,trans_fat_pct,sodium_pct,calcium_pct
Launched products,Mini Baked Samosa,No refined sugar | No maida/refined wheat flour | No palm oil | Baked,"Wheat flour, gram flour, carom seeds, coriander seeds, fennel seeds, cloves, asafoetida, black pepper, spices, salt, jaggery, edible vegetable oil (rice bran oil), raising agent. ",50,Contains gluten,3 Months ,55,155,"Krrunch It

Address: 65, Hathroi Fort, Harikishan Somani Marg, Jaipur, Rajasthan - 302001

FSSAI: 22220041000627","55gm for 60/- (per gm 1.09/-)
155gm for 180/-  (per gm 1.16/-)",not_launched,100,406,5.21,75.53,2.52,,1.14,9.24,,,,,256,,,,,,,,,,
Launched products,Mini Baked Samosa,No refined sugar | No maida/refined wheat flour | No palm oil | Baked,"Wheat flour, gram flour, carom seeds, coriander seeds, fennel seeds, cloves, asafoetida, black pepper, spices, salt, jaggery, edible vegetable oil (rice bran oil), raising agent. ",50,Contains gluten,3 Months ,55,155,"Krrunch It

Address: 65, Hathroi Fort, Harikishan Somani Marg, Jaipur, Rajasthan - 302001

FSSAI: 22220041000627","55gm for 60/- (per gm 1.09/-)
155gm for 180/-  (per gm 1.16/-)",not_launched,155,629.3,8.07,117.1,3.9,,1.76,14.32,,,,,396.8,,,,,,,,,,
Launched products,Ragi sticks (Spicy garlic),Source of Dietary Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil) and iodised salt.
Seasonings: Spices & condiments (mustard, fenugreek, turmeric,chilli), onion, mango powder, garlic powder (garlic, calcium stearate INS 470(i)), iodised salt, maltodextrin, sugar, corn starch, acidity regulators (INS 330, INS 296), hydrolysed vegetable protein, anticaking agent (INS 551), flavour enhancers (INS 627, INS 631).
CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",40,"Processed in a facility that also handles soya, wheat and treenuts",4 Months ,43,115,"Rebala Nutri Foodee PVT. LTD.
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, TamilNadu-637214

FSSAI Lic. No.: 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,20,87.02,1.3,14.5,1.39,0.2,1,2.63,0.31,2.11,0,0,262.38,,4.3,2.4,0.4,3.3,4,1.4,,13.1,
Launched products,Ragi sticks (Spicy garlic),Source of Dietary Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil) and iodised salt.
Seasonings: Spices & condiments (mustard, fenugreek, turmeric,chilli), onion, mango powder, garlic powder (garlic, calcium stearate INS 470(i)), iodised salt, maltodextrin, sugar, corn starch, acidity regulators (INS 330, INS 296), hydrolysed vegetable protein, anticaking agent (INS 551), flavour enhancers (INS 627, INS 631).
CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",40,"Processed in a facility that also handles soya, wheat and treenuts",4 Months ,43,115,"Rebala Nutri Foodee PVT. LTD.
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, TamilNadu-637214

FSSAI Lic. No.: 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,35,152.3,2.28,25.4,2.43,0.35,1.75,4.61,0.55,3.69,0,0,459.16,,7.6,4.2,0.7,5.9,6.9,2.5,,23,
Launched products,Ragi sticks (Spicy garlic),Source of Dietary Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil) and iodised salt.
Seasonings: Spices & condiments (mustard, fenugreek, turmeric,chilli), onion, mango powder, garlic powder (garlic, calcium stearate INS 470(i)), iodised salt, maltodextrin, sugar, corn starch, acidity regulators (INS 330, INS 296), hydrolysed vegetable protein, anticaking agent (INS 551), flavour enhancers (INS 627, INS 631).
CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",40,"Processed in a facility that also handles soya, wheat and treenuts",4 Months ,43,115,"Rebala Nutri Foodee PVT. LTD.
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, TamilNadu-637214

FSSAI Lic. No.: 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,40,174.06,2.62,29.04,2.78,0.4,2.01,5.27,0.63,4.22,0,0,524.7,,8.7,4.8,0.8,6.7,7.9,2.9,,26.2,
Launched products,Ragi sticks (Spicy garlic),Source of Dietary Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil) and iodised salt.
Seasonings: Spices & condiments (mustard, fenugreek, turmeric,chilli), onion, mango powder, garlic powder (garlic, calcium stearate INS 470(i)), iodised salt, maltodextrin, sugar, corn starch, acidity regulators (INS 330, INS 296), hydrolysed vegetable protein, anticaking agent (INS 551), flavour enhancers (INS 627, INS 631).
CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",40,"Processed in a facility that also handles soya, wheat and treenuts",4 Months ,43,115,"Rebala Nutri Foodee PVT. LTD.
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, TamilNadu-637214

FSSAI Lic. No.: 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,43,187.1,2.81,31.2,2.99,0.43,2.15,5.66,0.67,4.54,0,0,564.1,,,,,,,,,,
Launched products,Ragi sticks (Spicy garlic),Source of Dietary Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil) and iodised salt.
Seasonings: Spices & condiments (mustard, fenugreek, turmeric,chilli), onion, mango powder, garlic powder (garlic, calcium stearate INS 470(i)), iodised salt, maltodextrin, sugar, corn starch, acidity regulators (INS 330, INS 296), hydrolysed vegetable protein, anticaking agent (INS 551), flavour enhancers (INS 627, INS 631).
CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",40,"Processed in a facility that also handles soya, wheat and treenuts",4 Months ,43,115,"Rebala Nutri Foodee PVT. LTD.
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, TamilNadu-637214

FSSAI Lic. No.: 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,75,326.35,4.9,54.44,5.22,0.75,3.75,9.88,1.18,7.92,0,0,983.92,,,,,,,,,,
Launched products,Ragi sticks (Spicy garlic),Source of Dietary Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil) and iodised salt.
Seasonings: Spices & condiments (mustard, fenugreek, turmeric,chilli), onion, mango powder, garlic powder (garlic, calcium stearate INS 470(i)), iodised salt, maltodextrin, sugar, corn starch, acidity regulators (INS 330, INS 296), hydrolysed vegetable protein, anticaking agent (INS 551), flavour enhancers (INS 627, INS 631).
CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",40,"Processed in a facility that also handles soya, wheat and treenuts",4 Months ,43,115,"Rebala Nutri Foodee PVT. LTD.
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, TamilNadu-637214

FSSAI Lic. No.: 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,100,435.14,6.54,72.59,6.96,1.01,5.01,13.18,1.58,10.56,0,0,1311.9,,,,,,,,,,
Launched products,Ragi sticks (Spicy garlic),Source of Dietary Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil) and iodised salt.
Seasonings: Spices & condiments (mustard, fenugreek, turmeric,chilli), onion, mango powder, garlic powder (garlic, calcium stearate INS 470(i)), iodised salt, maltodextrin, sugar, corn starch, acidity regulators (INS 330, INS 296), hydrolysed vegetable protein, anticaking agent (INS 551), flavour enhancers (INS 627, INS 631).
CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",40,"Processed in a facility that also handles soya, wheat and treenuts",4 Months ,43,115,"Rebala Nutri Foodee PVT. LTD.
Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, TamilNadu-637214

FSSAI Lic. No.: 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,115,500.25,7.521,83.47,8,1.16,5.76,15.15,1.81,12.14,0,0,1508.6,,,,,,,,,,
Launched products,Ragi sticks (Achari Masala),Source of Dietery Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil), and iodised salt.

Seasonings: Spices and condiments (mustard, aniseed, chilli, fenugreek, kalonji, turmeric), onion powder, mango powder, iodised salt, sugar, dextrose, maltodextrin, corn starch, hydrolysed vegetable protein, yeast extract, calcium stearate (INS 470(i)), acidity regulator (INS 330), anti-caking agent (INS 551), antioxidant (INS 300).
",40,"Processed in a facility that also handles soya, wheat and tree nuts",4  Months ,43,115,"Rebala Nutri Foodee PVT. LTD.

Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,20,91.71,1.33,13.71,3.45,1.9,1.07,3.51,0.42,2.82,0,0,284.38,,4.59,2.5,3.8,3.6,4.64,1.9,,14.2,
Launched products,Ragi sticks (Achari Masala),Source of Dietery Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil), and iodised salt.

Seasonings: Spices and condiments (mustard, aniseed, chilli, fenugreek, kalonji, turmeric), onion powder, mango powder, iodised salt, sugar, dextrose, maltodextrin, corn starch, hydrolysed vegetable protein, yeast extract, calcium stearate (INS 470(i)), acidity regulator (INS 330), anti-caking agent (INS 551), antioxidant (INS 300).
",40,"Processed in a facility that also handles soya, wheat and tree nuts",4  Months ,43,115,"Rebala Nutri Foodee PVT. LTD.

Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,40,183.42,2.66,27.412,6.89,3.8,2.136,7.012,0.84,5.64,0,0,568.8,,9.2,5,7.6,7.1,10.5,3.8,,28.4,
Launched products,Ragi sticks (Achari Masala),Source of Dietery Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil), and iodised salt.

Seasonings: Spices and condiments (mustard, aniseed, chilli, fenugreek, kalonji, turmeric), onion powder, mango powder, iodised salt, sugar, dextrose, maltodextrin, corn starch, hydrolysed vegetable protein, yeast extract, calcium stearate (INS 470(i)), acidity regulator (INS 330), anti-caking agent (INS 551), antioxidant (INS 300).
",40,"Processed in a facility that also handles soya, wheat and tree nuts",4  Months ,43,115,"Rebala Nutri Foodee PVT. LTD.

Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,43,197.18,2.86,29.46,7.41,4.08,2.29,7.53,0.9,6.07,0,0,611.41,,,,,,,,,,
Launched products,Ragi sticks (Achari Masala),Source of Dietery Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil), and iodised salt.

Seasonings: Spices and condiments (mustard, aniseed, chilli, fenugreek, kalonji, turmeric), onion powder, mango powder, iodised salt, sugar, dextrose, maltodextrin, corn starch, hydrolysed vegetable protein, yeast extract, calcium stearate (INS 470(i)), acidity regulator (INS 330), anti-caking agent (INS 551), antioxidant (INS 300).
",40,"Processed in a facility that also handles soya, wheat and tree nuts",4  Months ,43,115,"Rebala Nutri Foodee PVT. LTD.

Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,100,458.57,6.67,68.53,17.24,9.5,5.34,17.53,2.1,14.12,0,0,1421.9,,,,,,,,,,
Launched products,Ragi sticks (Achari Masala),Source of Dietery Fibre | Source of Protein | No Palm oil | Baked,"Ragi flour, little millet flour, tapioca starch, corn grit, edible vegetable oil (rice bran oil), and iodised salt.

Seasonings: Spices and condiments (mustard, aniseed, chilli, fenugreek, kalonji, turmeric), onion powder, mango powder, iodised salt, sugar, dextrose, maltodextrin, corn starch, hydrolysed vegetable protein, yeast extract, calcium stearate (INS 470(i)), acidity regulator (INS 330), anti-caking agent (INS 551), antioxidant (INS 300).
",40,"Processed in a facility that also handles soya, wheat and tree nuts",4  Months ,43,115,"Rebala Nutri Foodee PVT. LTD.

Survey no:9/1, Door no:1/374- A1,
Andipalayam post,
Tiruchengode Taluk,
Namakkal, Tamil Nadu-637214

FSSAI Lic. No. 10016042002549","43gm for 45/- (per gm 1.04/-)
115gm for 120/- (per gm 1.04/-)",not_launched,115,527.35,7.67,78.8,19.82,10.92,6.14,20.15,2.41,16.23,0,0,1635.18,,,,,,,,,,
Launched products,Tomato Dosa Khakra Not QC By bhargavi,1) Source of Protein | 2) Rich in Dietary fibre | 3) No Palm oil | 4) Roasted,"Rice, ragi, urad dal, edible vegetable oil (rice bran oil), salt      
                
Seasoning- Tomato powder, sugar, salt, chilli powder, acidity regulators (INS 330, INS 296), flavour enhancer (INS 636), anticaking agent (INS 551)",50,-,4 Months ,50,100,"Jain Food Product

Milkat No-5555, Near Tuljabhavani Mandir, Tardal, Ichalkaranji, District-Kolhapur-416121

FSSAI.NO- 11515043000121","100gm for 115/- (per gm 1.15/-)
50 gm for 60/- (per gm 1.2/-) ",not_launched,25,126.5,2.03,16.04,2.08,1.05,1.8,6.04,5.22,0.45,0,0,161.4,,6.3,3.7,2.1,6,9,23.7,,8.1,
Launched products,Tomato Dosa Khakra Not QC By bhargavi,1) Source of Protein | 2) Rich in Dietary fibre | 3) No Palm oil | 4) Roasted,"Rice, ragi, urad dal, edible vegetable oil (rice bran oil), salt      
                
Seasoning- Tomato powder, sugar, salt, chilli powder, acidity regulators (INS 330, INS 296), flavour enhancer (INS 636), anticaking agent (INS 551)",50,-,4 Months ,50,100,"Jain Food Product

Milkat No-5555, Near Tuljabhavani Mandir, Tardal, Ichalkaranji, District-Kolhapur-416121

FSSAI.NO- 11515043000121","100gm for 115/- (per gm 1.15/-)
50 gm for 60/- (per gm 1.2/-) ",not_launched,50,253,4.06,32.08,4.16,2.06,3.6,12.09,10.45,0.91,0,0,322.7,,12.6,7.5,4.2,12,18,47.5,,16.1,
Launched products,Tomato Dosa Khakra Not QC By bhargavi,1) Source of Protein | 2) Rich in Dietary fibre | 3) No Palm oil | 4) Roasted,"Rice, ragi, urad dal, edible vegetable oil (rice bran oil), salt      
                
Seasoning- Tomato powder, sugar, salt, chilli powder, acidity regulators (INS 330, INS 296), flavour enhancer (INS 636), anticaking agent (INS 551)",50,-,4 Months ,50,100,"Jain Food Product

Milkat No-5555, Near Tuljabhavani Mandir, Tardal, Ichalkaranji, District-Kolhapur-416121

FSSAI.NO- 11515043000121","100gm for 115/- (per gm 1.15/-)
50 gm for 60/- (per gm 1.2/-) ",not_launched,100,506,8.13,64.17,8.32,4.21,7.21,24.18,20.91,1.83,0,0,645.4,,,,,,,,,,
Launched products,Korean BBQ Chickpea Popped chips,1) Rich in Protein | 2) No Palm Oil | 3) Rich in Dietary fibre,"Chickpea, rice, potato, starch, edible vegetable oil (sunflower oil), salt

Seasoning:  Spices and spice extract (chilli, ginger), dehydrated vegetable powders and extract (garlic, onion),sugar, common salt, maltodextrin,soya sauce powder, acidity regulators (INS 262(ii), INS 270, INS 330), hydrolysed vegetable protein (soya base), anticaking agents  (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631), paprika extract (INS 160c)
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES (BARBEQUE, SMOKE, GARLIC).",32,Contains Soy (Lecithin of Soya Origin),6 Months ,32,63,"MADON PURE FOODS PVT LTD     
 AW 104 – 106, Rajlaxmi Commercial Complex, Opposite Haldiram Red Gate, Kahler, Bhiwandi, 421302, India.

FSSAI Lic. No: 11517018000565","32 grams for 55/-(per gm 1.71/-)
63 grams for 95/- (per gm 1.50/-)",not_launched,30,125.4,4.23,21.26,2.14,2.14,2.59,2.61,0.97,,0,0,416.4,,6.3,7.8,4.3,8.6,3.9,4.4,0,20.8,
Launched products,Korean BBQ Chickpea Popped chips,1) Rich in Protein | 2) No Palm Oil | 3) Rich in Dietary fibre,"Chickpea, rice, potato, starch, edible vegetable oil (sunflower oil), salt

Seasoning:  Spices and spice extract (chilli, ginger), dehydrated vegetable powders and extract (garlic, onion),sugar, common salt, maltodextrin,soya sauce powder, acidity regulators (INS 262(ii), INS 270, INS 330), hydrolysed vegetable protein (soya base), anticaking agents  (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631), paprika extract (INS 160c)
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES (BARBEQUE, SMOKE, GARLIC).",32,Contains Soy (Lecithin of Soya Origin),6 Months ,32,63,"MADON PURE FOODS PVT LTD     
 AW 104 – 106, Rajlaxmi Commercial Complex, Opposite Haldiram Red Gate, Kahler, Bhiwandi, 421302, India.

FSSAI Lic. No: 11517018000565","32 grams for 55/-(per gm 1.71/-)
63 grams for 95/- (per gm 1.50/-)",not_launched,32,133.85,4.51,22.68,2.28,2.28,2.76,2.78,1.04,,0,0,444.19,,,,,,,,,,
Launched products,Korean BBQ Chickpea Popped chips,1) Rich in Protein | 2) No Palm Oil | 3) Rich in Dietary fibre,"Chickpea, rice, potato, starch, edible vegetable oil (sunflower oil), salt

Seasoning:  Spices and spice extract (chilli, ginger), dehydrated vegetable powders and extract (garlic, onion),sugar, common salt, maltodextrin,soya sauce powder, acidity regulators (INS 262(ii), INS 270, INS 330), hydrolysed vegetable protein (soya base), anticaking agents  (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631), paprika extract (INS 160c)
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES (BARBEQUE, SMOKE, GARLIC).",32,Contains Soy (Lecithin of Soya Origin),6 Months ,32,63,"MADON PURE FOODS PVT LTD     
 AW 104 – 106, Rajlaxmi Commercial Complex, Opposite Haldiram Red Gate, Kahler, Bhiwandi, 421302, India.

FSSAI Lic. No: 11517018000565","32 grams for 55/-(per gm 1.71/-)
63 grams for 95/- (per gm 1.50/-)",not_launched,60,250.9,8.46,42.52,4.28,4.28,5.18,5.22,1.95,,0,0,832.8,,,,,,,,,,
Launched products,Korean BBQ Chickpea Popped chips,1) Rich in Protein | 2) No Palm Oil | 3) Rich in Dietary fibre,"Chickpea, rice, potato, starch, edible vegetable oil (sunflower oil), salt

Seasoning:  Spices and spice extract (chilli, ginger), dehydrated vegetable powders and extract (garlic, onion),sugar, common salt, maltodextrin,soya sauce powder, acidity regulators (INS 262(ii), INS 270, INS 330), hydrolysed vegetable protein (soya base), anticaking agents  (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631), paprika extract (INS 160c)
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES (BARBEQUE, SMOKE, GARLIC).",32,Contains Soy (Lecithin of Soya Origin),6 Months ,32,63,"MADON PURE FOODS PVT LTD     
 AW 104 – 106, Rajlaxmi Commercial Complex, Opposite Haldiram Red Gate, Kahler, Bhiwandi, 421302, India.

FSSAI Lic. No: 11517018000565","32 grams for 55/-(per gm 1.71/-)
63 grams for 95/- (per gm 1.50/-)",not_launched,63,263.53,8.88,44.6,4.49,4.49,5.44,5.48,2.05,,0,0,874.5,,,,,,,,,,
Launched products,Korean BBQ Chickpea Popped chips,1) Rich in Protein | 2) No Palm Oil | 3) Rich in Dietary fibre,"Chickpea, rice, potato, starch, edible vegetable oil (sunflower oil), salt

Seasoning:  Spices and spice extract (chilli, ginger), dehydrated vegetable powders and extract (garlic, onion),sugar, common salt, maltodextrin,soya sauce powder, acidity regulators (INS 262(ii), INS 270, INS 330), hydrolysed vegetable protein (soya base), anticaking agents  (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631), paprika extract (INS 160c)
CONTAINS NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES (BARBEQUE, SMOKE, GARLIC).",32,Contains Soy (Lecithin of Soya Origin),6 Months ,32,63,"MADON PURE FOODS PVT LTD     
 AW 104 – 106, Rajlaxmi Commercial Complex, Opposite Haldiram Red Gate, Kahler, Bhiwandi, 421302, India.

FSSAI Lic. No: 11517018000565","32 grams for 55/-(per gm 1.71/-)
63 grams for 95/- (per gm 1.50/-)",not_launched,100,418.31,14.1,70.88,7.14,7.14,8.64,8.71,3.26,,0,0,1388.1,,,,,,,,,,
Launched products,Hot Chocolate Mix,No Refined Sugar | Source of Protein (1.57g/ 20g) | Rich in Dietary Fibre (1.74g/ 20g),"Cocoa powder, jaggery powder, vanilla flavour 
CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE- VANILLA",120,-,9 Months,120,,"Joy Mint Private Limited
39-40, Dwarkesh Industry Part -3, Velanja Hazira Highway, Village- Umra, Taluka-Olpad, Surat, Gujarat-394130                                                                                                                FSSAI Lic. No: 10721999000097",120 gm for 175/- (per gm 1.45/-),not_launched,20,74.58,1.57,15.64,14.21,14.21,1.74,0.38,,,,,18.14,,3.7,2.9,28.4,5.8,,,,0.9,
Launched products,Coin Khakra -Thai Chilli (without protein),1) No Palm oil | 2)Source of protein | 3)Rich in dietary fibre | 4) Roasted,"Whole wheat flour, edible vegetable oil (sunflower oil), iodized salt

Seasonings: Spices and condiments (chilli), cheese powder, garlic powder, dehydrated herb (parsley), honey, salt, sugar, maltodextrin, corn starch, edible vegetable oil (sunflower oil), soy lecithin (INS 322(i)), hydrolysed vegetable protein,  flavour enhancers (INS 627, INS 631), anti-caking agents (INS 470, INS 551), acidity regulator (INS 330).

CONTAINS ADDED FLAVOUR  (NATURAL AND NATURE IDENTICAL SUBSTANCES)",50,"This product was processed on machinery that also processes Wheat, Peanuts,Treenuts, Soy  and Sesame seeds",3 Months,50,,"Parekh Foods 
Ground floor, 208, Udhana - Magdalla Rd, near Gandhi Kutir, Ambika Industrial Society 2, Surat, Gujarat 395017
FSSAI no. 20721031003157","50 gm for 70/-
( per gm 1.4 /-)",not_launched,50,254.4,4.64,27.73,0.895,0,3.13,13.875,4.005,9.87,0,0,561,,12.72,8.6,0.5,10.43,20.71,18.2,1.25,28.05,
Launched products,Coin Khakra -Thai Chilli (without protein),1) No Palm oil | 2)Source of protein | 3)Rich in dietary fibre | 4) Roasted,"Whole wheat flour, edible vegetable oil (sunflower oil), iodized salt

Seasonings: Spices and condiments (chilli), cheese powder, garlic powder, dehydrated herb (parsley), honey, salt, sugar, maltodextrin, corn starch, edible vegetable oil (sunflower oil), soy lecithin (INS 322(i)), hydrolysed vegetable protein,  flavour enhancers (INS 627, INS 631), anti-caking agents (INS 470, INS 551), acidity regulator (INS 330).

CONTAINS ADDED FLAVOUR  (NATURAL AND NATURE IDENTICAL SUBSTANCES)",50,"This product was processed on machinery that also processes Wheat, Peanuts,Treenuts, Soy  and Sesame seeds",3 Months,50,,"Parekh Foods 
Ground floor, 208, Udhana - Magdalla Rd, near Gandhi Kutir, Ambika Industrial Society 2, Surat, Gujarat 395017
FSSAI no. 20721031003157","50 gm for 70/-
( per gm 1.4 /-)",not_launched,100,508.8,9.28,55.46,1.79,0,6.26,27.75,8.01,19.74,0,0,1122,,25.44,17.2,1,20.87,41.42,18.2,2.5,56.1,
Launched products,Korean BBQ Jowar Puff,No Palm Oil | Source of Protein | Rich in Dietary Fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt

Seasoning -  Spices and spice extract (chilli, ginger), dehydrated vegetable powder and extract (garlic, onion), Sugar, common salt, maltodextrin,soya sauce powder, acidity regulator (INS 262(ii), INS 270, INS 330), hydrolysed vegetable protein (soya base),  anticaking agent (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631), paprika extract (INS 160c).
NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES (BARBEQUE, SMOKE, GARLIC).",35,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame",3 Months ,35,105,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

LIC NO. 11517020000417","35gm for 40/-
100 gm for 115 /-",not_launched,35,162.4,2.71,23.14,0.47,0,2.85,6.58,2.73,3.85,0,0,338.73,,8.1,5,0.3,9.5,9.8,12.4,0.8,17,
Launched products,Korean BBQ Jowar Puff,No Palm Oil | Source of Protein | Rich in Dietary Fibre | Roasted,"Jowar flour, rice grits, edible vegetable oil (rice bran oil), iodised salt

Seasoning -  Spices and spice extract (chilli, ginger), dehydrated vegetable powder and extract (garlic, onion), Sugar, common salt, maltodextrin,soya sauce powder, acidity regulator (INS 262(ii), INS 270, INS 330), hydrolysed vegetable protein (soya base),  anticaking agent (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631), paprika extract (INS 160c).
NATURAL & NATURE IDENTICAL FLAVORING SUBSTANCES (BARBEQUE, SMOKE, GARLIC).",35,"Manufactured in a facility that also processes wheat, peanuts, soybean, milk, nuts, mustard and sesame",3 Months ,35,105,"
AMRUD SNACK LIMITED
GALA NO.1, B2 & B3, BHARAT
COMPOUND, SURVEY NO.219, OPP. DODHIA
PETROL PUMP, KASHIMIRA, MIRA ROAD (E).
DIST. THANE, MAHARASHTRA- 401107

LIC NO. 11517020000417","35gm for 40/-
100 gm for 115 /-",not_launched,38,176.47,2.94,25.09,0.51,0,3.09,7.14,2.96,4.18,0,0,367.76,,,,,,,,,,
